aID,Bag#,Size,Class,Order,Family,Genus,Species,count,Element,Portion,Segment,Side,Fusion,Scan1,Scan2,Scan3,Scan4,FFI.A,FFI.O,FFI.T,Ipcts,CM,Weath1,Weath2,Carn,Rod,Burn,MaxD,CorT,Comments
3791,M16-18-187,s,Mammalia,Lagomorpha,Leporidae,Sylvilagus,-,1,PM3MR,CO,CO,R,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,11.94,-,
3792,M16-18-187,u,-,-,-,-,-,33,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"9.81, 11.79, 10.03, 10.52, 10.36, 10.31, 7.05, 8.04, 8.99, 8.63, 9.24, 12.32, 8.98, 15.65, 11.75, 7.87, 7.89, 8.38, 7.85, 6.39, 8.72, 7.95, 6.29, 9.01, 10.25, 11.18, 11.36, 8.78, 16.20, 8.98, 6.89, 7.08, 8.95",-,
3793,M16-18-187,s,Reptilia,Testudines,-,-,-,2,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"12.09, 8.71",-,
3794,M16-18-187,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,10.01,-,
3795,M16-18-187,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"12.24, 16.50",-,
3796,M16-18-187,u,-,-,-,-,-,10,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"16.79, 12.28, 8.86, 15.11, 22.53, 14.99, 15.69, 18.49, 15.35, 18.58",-,
3797,M16-18-187,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,1,12.447,1.18,
3798,M16-18-187,u,-,-,-,-,-,18,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.37, 9.52, 7.38, 9.24, 13.56, 19.22, 15.81, 8.15, 9.32, 13.54, 11.06, 10.09, 19.06, 15.12, 12.35, 9.24, 7.97, 14.41",-,
3799,M16-18-145,s,Bivalvia,-,-,-,-,4,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"57.41, 11.53, 11.34, 8.31",-,
3800,M16-18-145,u,-,-,-,-,-,11,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"11.97, 11.75, 6.68, 6.31, 5.39, 9.83, 19.44, 10.99, 11.45, 17.19, 7.22",-,
3801,M16-18-145,u,-,-,-,-,-,7,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"15.52, 19.20, 31.18, 12.71, 13.68, 22.36, 16.55",-,
3802,M16-18-145,s,Gastropoda,-,-,-,-,2,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"8.46, 6.36",-,
3803,M16-18-145,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,0,0,0,0,0,1,1,0,0,0,40.8,4.88,
3804,M16-18-145,u,Mammalia,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,30.15,-,
3805,M16-18-145,m,Mammalia,Artiodactyla,Cervidae,Odocoileus,-,1,RD,DSE,CO,R,0,RA5,-,-,-,-,-,-,0,0,4,4,0,0,0,31.39,-,
3806,M16-18-145,m,Mammalia,Carnivora,Canidae,Canis,-,1,PMUMX,CO,CO,R,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,11.9,-,"PM2 or PM3, broken cusps obscure tooth ID."
3807,M16-18-54,m,Mammalia,Artiodactyla,-,-,-,1,CT,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,14.39,-,
3808,M16-18-54,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,1,1,0,0,2,23.6,3.05,
3809,M16-18-54,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,2,8.03,0.94,
3810,M16-18-54,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,6.14,0.9,
3811,M16-18-54,u,-,-,-,-,-,6,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"9.37, 19.52, 15.25, 9.20, 6.99, 7.84",-,
3812,M16-18-54,u,-,-,-,-,-,41,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"7.51, 5.47, 5.64, 7.92, 7.30, 8.08, 6.84, 9.47, 14.17, 14.91, 16.33, 11.24, 16.57, 13.48, 8.23, 8.28, 11.98, 13.50, 7.36, 7.54, 8.74, 12.56, 8.84, 10.34, 10.88, 8.28, 9.76, 17.05, 7.22, 6.54, 9.84, 9.60, 7.71, 6.62, 11.23, 10.85, 6.46, 9.96, 4.47, 7.11, 5.38, 7.78",-,
3813,M16-18-54,u,-,-,-,-,-,14,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"7.38, 19.81, 22.48, 14.02, 10.51, 21.55, 8.81, 24.31, 8.63, 14.82, 10.74, 8.26, 15.48, 9.32",-,
3814,M16-18-54,u,-,-,-,-,-,19,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"15.92, 14.26, 11.46, 26.88, 16.01, 13.31, 10.55, 23.37, 11.45, 10.24, 13.44, 28.71, 11.67, 7.24, 4.13, 15.41, 15.40, 8.55, 9.71",-,
3815,M16-18-54,s,Mammalia,Lagomorpha,Leporidae,-,-,1,AS,US,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,4.99,-,
3816,M16-18-54,s,-,-,-,-,-,1,PHS,PR,CO,U,1,-,-,-,-,-,-,-,0,0,-,-,0,0,3,11.21,1.13,
3817,UN02,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,15.37,-,
3818,UN02,s,Mammalia,Lagomorpha,Leporidae,Sylvilagus,-,1,CT,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,10.51,-,
3819,UN02,u,-,-,-,-,-,24,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"8.65, 12.42, 6.25, 4.02, 8.21, 10.97, 11.39, 10.47, 8.74, 8.12, 9.27, 8.43, 15.46, 8.09, 8.30, 6.99, 8.74, 5.20, 5.88, 6.71, 6.81, 12.07, 12.98, 11.16",-,
3820,UN02,u,-,-,-,-,-,12,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"9.56, 7.80, 7.53, 11.88, 15.51, 23.61, 8.97, 8.76, 9.68, 15.22, 14.76, 15.37",-,
3821,UN02,u,-,-,-,-,-,13,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"17.08, 12.37, 21.30, 21.43, 36.17, 13.83, 17.33, 21.75, 18.60, 9.63, 5.53, 9.79, 8.43",-,
3822,UN02,s,Mammalia,Carnivora,-,-,-,1,RD,PR,CO,L,3,-,-,-,-,-,-,-,0,0,-,-,0,0,1,32.85,1.78,comparable to P. lotor
3823,M16-19-60,m,Mammalia,Artiodactyla,Cervidae,Odocoileus,-,1,TRC,CO,CO,L,5,NC1,NC2,NC3,-,-,-,-,0,0,-,-,0,0,2,33.11,-,
3824,L16-13-38,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"18.08, 4.23",-,
3825,L16-13-38,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,6.35,-,
3826,L16-13-38,u,-,-,-,-,-,8,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"3.85, 4.18, 4.85, 8.21, 6.92, 8.47, 7.33, 6.08",-,
3827,L16-18-79,u,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,2,12.91,3.9,
3828,L16-18-79,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,8.72,0.63,
3829,L16-18-79,u,-,-,-,-,-,5,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"6.82, 7.04, 8.07, 8.23, 5.95",-,
3830,UN01,s,-,-,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,8.41,-,
3831,UN01,u,-,-,-,-,-,27,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"7.62, 6.83, 5.36, 3.94, 9.58, 8.18, 8.58, 4.92, 5.81, 4.94, 9.35, 6.95, 7.92, 6.41, 6.96, 7.48, 5.36, 5.97, 6.68, 5.68, 5.44, 4.76, 3.17, 4.47, 4.67, 3.74, 3.19",-,
3832,UN01,u,-,-,-,-,-,6,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"4.55, 9.05, 15.23, 3.84, 5.16, 6.06",-,
3833,UN01,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,1,11.88,0.84,
3834,UN01,u,-,-,-,-,-,9,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"14.63, 21.87, 16.98, 16.54, 13.94, 8.84, 12.93, 5.39, 8.90",-,
3835,M16-18-46,s,Gastropoda,-,-,-,-,1,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,5.91,-,
3836,M16-18-46,m,Mammalia,-,-,-,-,3,TFR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.89, 9.26, 8.84",-,
3837,M16-18-46,s,Reptilia,Testudines,-,-,-,2,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"11.72, 12.92",-,
3838,M16-18-46,s,-,-,-,-,-,1,RD,PR,CO,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,9.55,0.65,
3839,M16-18-46,m,Mammalia,-,-,-,-,1,PHF,PR,FR,U,3,-,-,-,-,-,-,-,0,0,-,-,0,0,1,22.48,-,
3840,M16-18-46,m,Mammalia,-,-,-,-,1,FM,SH,FR,U,4,-,-,-,-,0,0,0,0,0,1,1,0,0,1,32.92,-,
3841,M16-18-46,u,-,-,-,-,-,8,UN,US,FR-,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"15.79, 12.43, 9.39, 38.49, 14.14, 19.72, 16.84, 19.35",-,
3842,M16-18-46,u,-,-,-,-,-,25,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"10.37, 9.01, 10.45, 6.18, 19.05, 15.70, 7.55, 8.56, 6.76, 8.04, 10.10, 7.04, 9.41, 8.91, 12.14, 9.62, 8.60, 12.25, 8.00, 6.38, 11.21, 7.83, 12.59, 16.07, 7.04",-,
3843,M16-18-46,u,-,-,-,-,-,18,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"17.86, 11.61, 14.78, 11.72, 6.78, 8.90, 14.17, 7.52, 14.31, 5.43, 10.36, 7.62, 12.90, 15.18, 18.26, 22.17, 11.21, 17.24",-,
3844,M16-18-46,u,-,-,-,-,-,11,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"19.43, 14.53, 13.66, 9.07, 20.59, 15.64, 17.65, 7.19, 12.67, 12.71, 31.57",-,
3845,L16-18-13,s,Bivalvia,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,7.47,-,
3846,L16-18-13,m,Mammalia,-,-,-,-,1,SKO,US,FR,-,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,23.08,-,
3847,L16-18-13,u,-,-,-,-,-,1,LB,SH,FR,-,4,-,-,-,-,-,-,-,0,1,-,-,0,0,0,20.67,4.26,
3848,L16-18-13,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,9.31,-,
3849,L16-18-13,u,-,-,-,-,-,24,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"7.79, 8.10, 6.88, 8.89, 4.84, 6.21, 6.02, 7.90, 10.06, 6.84, 6.53, 10.93, 10.28, 9.04, 10.26, 6.94, 7.19, 5.52, 6.33, 9.74, 8.20, 7.82, 7.74, 10.41",-,
3850,L16-18-13,u,-,-,-,-,-,5,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"17.23, 27.71, 11.46, 19.78, 9.67",-,
3851,L16-18-13,u,-,-,-,-,-,6,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"10.03, 7.76, 10.12, 31.82, 14.44, 15.41",-,
3852,L16-18-13,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,1,16.05,0.99,
3853,L16-18-82,u,Mammalia,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,46.06,-,l or m mammal
3854,L16-18-82,u,-,-,-,-,-,4,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"11.57, 10.73, 6.64, 12.51",-,
3855,L16-18-82,m,Mammalia,Artiodactyla,-,-,-,1,CT,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,8.25,-,
3856,L16-18-82,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"31.68, 25.08",-,
3857,L16-18-82,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,26.18,-,
3858,M16-18-87,s,Gastropoda,-,-,-,-,1,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,23.3,-,
3859,M16-18-28,s,Gastropoda,-,-,-,-,1,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,3.42,-,
3860,M16-18-28,s,Bivalvia,-,-,-,-,4,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.66, 9.75, 7.08, 7.23",-,
3861,M16-18-28,u,-,-,-,-,-,31,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"15.05, 11.92, 10.83, 11.61, 10.09, 7.14, 4.78, 6.41, 5.06, 6.26, 11.00, 7.54, 13.43, 7.92, 8.25, 7.00, 4.65, 8.76, 7.97, 6.44, 4.59, 5.80, 7.63, 8.84, 7.57, 10.75, 6.92, 6.33, 7.07, 7.58, 7.08",-,
3862,M16-18-28,s,Mammalia,Lagomorpha,Leporidae,Sylvilagus,-,1,PM3MR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,12.3,-,
3863,M16-18-28,m,Mammalia,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,29.02,-,
3864,M16-18-28,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"10.11, 4.75",-,
3865,M16-18-28,u,-,-,-,-,-,6,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"21.42, 21.33, 25.63, 16.93, 13.08, 7.98",-,
3866,M16-18-28,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,2,1,0,0,1,1,0,0,1,22.75,4.2,
3867,M16-18-28,u,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,1,14.19,2.71,
3868,M16-18-28,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,2,4.3,0.72,
3869,M16-18-28,s,-,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"11.61, 11.13","1.01, 0.81",
3870,M16-18-28,u,-,-,-,-,-,14,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"6.66, 7.31, 9.56, 8.71, 6.39, 8.55, 9.16, 12.98, 7.70, 10.57, 6.60, 5.09, 16.18, 31.24",-,
3871,M16-19-54,s,Gastropoda,-,-,-,-,2,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.66, 3.81",-,
3872,M16-19-54,s,Gastropoda,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,9.69,-,
3873,M16-19-54,s,Bivalvia,-,-,-,-,6,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"8.87, 5.76, 6.56, 7.12, 19.15, 4.09",-,
3874,M16-19-54,u,-,-,-,-,-,56,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"9.90, 6.15, 8.19, 7.65, 10.99, 8.85, 9.84, 13.10, 6.08, 7.66, 7.62, 5.67, 7.03, 5.76, 6.62, 4.60, 6.85, 8.85, 5.90, 8.10, 11.19, 7.50, 7.05, 8.76, 6.93, 8.68, 4.50, 6.96, 5.45, 7.56, 8.65, 9.00, 12.27, 10.63, 5.96, 9.78, 7.87, 8.97, 13.22, 17.31, 7.72, 14.29, 9.07, 5.55, 6.01, 7.79, 6.06, 7.54, 6.14, 5.19, 11.95, 7.95, 9.28, 4.91, 10.50, 13.71",-,
3875,M16-19-54,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,3.68,1.01,
3876,M16-19-54,u,-,-,-,-,-,6,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"10.48, 12.34, 21.18, 6.31, 10.69, 12.45",-,
3877,M16-19-54,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,14.32,-,
3878,M16-19-54,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,1,1,0,0,0,37.77,3.07,
3879,M16-19-54,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,1,11.54,0.85,
3880,M16-19-54,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,9.93,1.62,
3881,M16-19-54,u,-,-,-,-,-,34,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"23.21, 17.50, 13.75, 11.68, 18.52, 25.05, 32.46, 21.83, 21.90, 12.89, 8.28, 16.06, 9.04, 6.74, 12.87, 14.58, 9.50, 10.70, 8.31, 16.97, 12.08, 17.98, 9.71, 9.72, 7.80, 9.76, 6.74, 15.74, 9.62, 12.75, 6.94, 7.40, 9.59, 9.43",-,
3882,M16-19-54,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,2,2,0,0,1,1,0,0,2,21.35,6.63,
3883,M16-19-54,m,Mammalia,-,-,-,-,1,MR,US,FR,U,4,-,-,-,-,2,1,1,0,0,1,1,0,0,0,31.1,-,
3884,M16-19-54,m,Mammalia,-,-,-,-,1,SC,BL,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,27.6,-,
3885,M16-19-54,m,Mammalia,Artiodactyla,-,-,-,1,PHF,PR,DR,U,3,-,-,-,-,-,-,-,0,0,-,-,0,0,0,19.04,-,
3886,M16-19-54,s,Mammalia,Lagomorpha,Leporidae,Lepus,-,1,PHF,CO,CO,U,3,PH1,PH2,-,-,-,-,-,0,0,-,-,0,0,0,14.74,-,
3887,M16-19-54,s,Mammalia,Rodentia,-,-,-,1,HM,DPR,CO,R,0,-,-,-,-,-,-,-,0,0,-,-,0,0,1,15.55,-,
3888,M16-19-54,m,Mammalia,Artiodactyla,Cervidae,Odocoileus,-,1,CT,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,19.56,-,
3889,L16-15-74,s,Bivalvia,-,-,-,-,4,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"9.54, 12.42, 10.76, 9.20",-,
3890,L16-15-74,s,Gastropoda,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,5.93,-,
3891,L16-15-74,u,-,-,-,-,-,9,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"14.35, 10.09, 6.58, 13.84, 13.39, 5.51, 9.03, 11.16, 5.02",-,
3892,L16-15-74,u,-,-,-,-,-,5,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"22.08, 8.12, 6.61, 15.99, 13.60",-,
3893,L16-15-74,s,Reptilia,Testudines,-,-,-,2,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"9.38, 10.30",-,
3894,L16-15-74,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"9.39, 3.11",-,
3895,L16-15-74,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"8.96, 34.55",-,
3896,L16-15-74,s,Mammalia,Carnivora,-,-,-,1,PMUUN,CO,CO,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,11.23,-,comparable to P. lotor
3897,L16-13-4,u,-,-,-,-,-,15,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"7.35, 7.80, 8.00, 6.09, 8.93, 6.32, 6.67, 5.29, 6.56, 6.25, 5.71, 4.64, 6.89, 4.28, 6.16",-,
3898,L16-13-4,u,-,-,-,-,-,4,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"13.94, 10.20, 8.41, 8.00",-,
3899,L16-13-4,m,Mammalia,Artiodactyla,-,-,-,1,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,9.35,-,
3900,L16-13-4,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"10.36, 4.99",-,
3901,L16-13-12,u,-,-,-,-,-,3,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"9.18, 9.02, 11.88",-,
3902,M16-18-166,s,Gastropoda,-,-,-,-,2,SHELL,CO,CO,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"9.18, 7.71",-,
3903,M16-18-166,s,Gastropoda,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,10.86,-,
3904,M16-18-166,s,Bivalvia,-,-,-,-,5,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"8.65, 14.67, 9.06, 5.55, 7.28",-,
3905,M16-18-166,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,11.23,1.47,
3906,M16-18-166,s,Reptilia,Testudines,-,-,-,1,CAR,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,11.66,-,
3907,M16-18-166,m,Mammalia,-,-,-,-,1,RB,NE,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,2,19,-,
3908,M16-18-166,u,-,-,-,-,-,9,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,"23.46, 12.39, 12.31, 6.99, 12.13, 12.71, 6.10, 12.63, 13.83",-,
3909,M16-18-166,u,-,-,-,-,-,5,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"9.55, 12.59, 12.38, 13.12, 14.06",-,
3910,M16-18-166,u,-,-,-,-,-,29,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"11.64, 21.89, 13.98, 19.44, 8.13, 7.30, 7.72, 9.41, 7.53, 9.23, 15.49, 8.08, 14.43, 12.04, 5.51, 11.16, 13.87, 10.34, 7.78, 14.81, 8.08, 9.48, 9.07, 9.39, 8.64, 10.22, 6.80, 11.71, 8.64",-,
3911,M16-18-166,u,-,-,-,-,-,17,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"54.84, 28.15, 19.44, 13.27, 5.39, 12.84, 15.13, 6.93, 13.73, 18.71, 8.56, 17.12, 15.22, 7.47, 14.95, 10.69, 7.25",-,
3912,M16-18-166,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,2,1,0,0,1,1,0,0,1,25.21,4.19,
3913,M16-18-166,m,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,1,1,2,0,0,1,1,0,0,0,57.75,5.55,
3914,M16-18-166,s,-,-,-,-,-,3,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"21.40, 18.91, 11.79","0.83, 1.42, 0.73",
3915,M16-18-166,s,-,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,1,"13.57, 14.09","0.74, 0.79",
3916,M16-19-67,m,Mammalia,Artiodactyla,-,-,-,1,UL,PR,FR,R,4,-,-,-,-,2,2,2,0,0,1,1,3,0,0,78.88,2.64,"Post excavation damage, specimen fragmented into 5 pieces"
3917,L16-13-8,u,-,-,-,-,-,8,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"16.08, 10.31, 10.96, 12.46, 10.21, 6.62, 7.40, 3.50",-,
3918,L16-13-8,s,Bivalvia,-,-,-,-,1,SHELL,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,22.47,-,
3919,L16-13-8,u,-,-,-,-,-,2,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"23.17, 11.75",-,
3920,L16-13-8,s,-,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,1,36.06,1.27,
3921,L16-13-8,u,Mammalia,-,-,-,-,1,LB,SH,FR,U,4,-,-,-,-,2,1,1,0,0,1,1,0,0,1,23.36,3.48,
3922,M16-19-42,m,Mammalia,Artiodactyla,-,-,-,1,RD,PR,CO,R,3,RA1,RA2,-,-,1,1,1,0,0,1,1,0,0,0,65.6,2.9,
3923,L16-13-26,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,2,7.07,-,
3924,L16-13-26,u,-,-,-,-,-,1,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,1,25.67,-,
3925,L16-13-26,u,-,-,-,-,-,4,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"16.74, 7.78, 12.98, 6.88",-,
3926,L16-13-26,s,-,-,-,-,-,2,LB,SH,FR,U,4,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"7.75, 3.57","0.81, 0.81",
3927,L16-13-26,u,Mammalia,-,-,-,-,2,TFR,US,FR,U,5,-,-,-,-,-,-,-,0,0,-,-,0,0,0,"7.70, 9.33",-,
3928,L16-13-26,u,-,-,-,-,-,23,UN,US,FR,-,5,-,-,-,-,-,-,-,0,0,-,-,0,0,3,"18.84, 9.02, 13.35, 7.91, 15.66, 10.48, 10.80, 8.73, 11.92, 10.63, 11.71, 7.18, 8.48, 12.00, 7.73, 10.11, 7.77, 10.31, 5.31, 9.65, 6.06, 12.16, 12.41",-,
